Transaction date,Transaction ID,Merchant name,Payment ref ID / Check No,Description,Debit amount,Credit amount,Balance
2024-09-23,TXN100336,PepsiCo,,Beverage restock,0.0,516.62,201357.17
2024-09-24,TXN100337,Square,,POS sale,0.0,900.23,202257.4
2024-09-25,TXN100338,Local Butcher,REF-8286MM,Meat purchase,433.25,0.0,201824.15
2024-09-26,TXN100339,Amazon,,Online supplies,491.64,0.0,201332.51
2024-09-26,TXN100340,US Foods,,Beverage restock,0.0,1501.83,202834.34
2024-09-26,TXN100341,Amazon,,Online supplies,127.55,0.0,202706.79
2024-09-26,TXN100342,Local Butcher,,Food inventory,193.13,0.0,202513.66
2024-09-27,TXN100343,PepsiCo,REF-5864lb,Beverage restock,323.78,0.0,202189.88
2024-09-27,TXN100344,Bakery Supply Co.,,Food inventory,0.0,1083.73,203273.61
2024-09-28,TXN100345,Coca-Cola,,Beverage restock,0.0,589.46,203863.07
2024-09-28,TXN100346,Rent,REF-2713be,Monthly rent,118.1,0.0,203744.97
2024-09-28,TXN100347,Amazon,,Online supplies,0.0,789.3,204534.27
2024-09-29,TXN100348,Square,,POS sale,0.0,908.89,205443.16
2024-09-29,TXN100349,Sysco,,Beverage restock,0.0,1280.61,206723.77
2024-09-30,TXN100350,Square,,POS sale,0.0,331.91,207055.68
2024-09-30,TXN100351,Stripe,,POS sale,0.0,1383.33,208439.01
2024-09-30,TXN100352,Stripe,,Customer payment,0.0,1151.06,209590.07
2024-10-01,TXN100353,Costco,REF-4071uX,Online supplies,91.88,0.0,209498.19
2024-10-02,TXN100354,Local Farm Co-op,,Food inventory,0.0,1416.27,210914.46
2024-10-02,TXN100355,Local Butcher,,Food inventory,168.59,0.0,210745.87
2024-10-02,TXN100356,Costco,,Food inventory,0.0,708.72,211454.59
2024-10-03,TXN100357,Gordon Food Service,,Food inventory,0.0,856.5,212311.09
2024-10-03,TXN100358,Sysco,,Beverage restock,0.0,906.68,213217.77
2024-10-04,TXN100359,Sysco,,Food inventory,0.0,404.37,213622.14
2024-10-04,TXN100360,Sysco,,Food inventory,0.0,541.81,214163.95
2024-10-05,TXN100361,Gordon Food Service,,Beverage restock,0.0,1170.03,215333.98
2024-10-05,TXN100362,Walmart,,Online supplies,0.0,1114.12,216448.1
2024-10-05,TXN100363,Costco,,Online supplies,0.0,1148.77,217596.87
2024-10-05,TXN100364,Kitchen Depot,,Equipment purchase,0.0,1257.39,218854.26
2024-10-05,TXN100365,Chase Bank,,Banking fee,407.9,0.0,218446.36
2024-10-05,TXN100366,Costco,,Food inventory,265.06,0.0,218181.3
2024-10-05,TXN100367,Utilities Co.,,Utilities,0.0,940.01,219121.31
2024-10-06,TXN100368,Local Butcher,,Food inventory,0.0,1093.0,220214.31
2024-10-06,TXN100369,Payroll,,Payroll,0.0,1191.22,221405.53
2024-10-06,TXN100370,Utilities Co.,REF-3736DC,Utilities,447.87,0.0,220957.66
2024-10-07,TXN100371,Costco,,Food inventory,273.19,0.0,220684.47
2024-10-08,TXN100372,Costco,,Online supplies,0.0,385.51,221069.98
2024-10-08,TXN100373,Local Farm Co-op,,Beverage restock,499.51,0.0,220570.47
2024-10-08,TXN100374,Local Farm Co-op,,Food inventory,0.0,1362.48,221932.95
2024-10-09,TXN100375,Walmart,,Food inventory,0.0,383.35,222316.3
2024-10-09,TXN100376,US Foods,,Food inventory,0.0,542.97,222859.27
2024-10-09,TXN100377,Local Butcher,,Food inventory,177.5,0.0,222681.77
2024-10-10,TXN100378,Local Farm Co-op,,Beverage restock,0.0,1394.04,224075.81
2024-10-10,TXN100379,Utilities Co.,REF-3010EV,Utilities,445.12,0.0,223630.69
2024-10-10,TXN100380,Walmart,,Online supplies,0.0,1373.09,225003.78
2024-10-10,TXN100381,Local Farm Co-op,,Beverage restock,0.0,364.05,225367.83
2024-10-11,TXN100382,Stripe,,Customer payment,0.0,763.19,226131.02
2024-10-11,TXN100383,PepsiCo,,Beverage restock,0.0,1351.59,227482.61
2024-10-11,TXN100384,Chase Bank,,Banking fee,0.0,1208.85,228691.46
2024-10-11,TXN100385,Square,,Customer payment,0.0,649.38,229340.84
2024-10-12,TXN100386,Utilities Co.,,Utilities,0.0,903.72,230244.56
2024-10-12,TXN100387,Stripe,,POS sale,0.0,980.46,231225.02
2024-10-12,TXN100388,Utilities Co.,REF-0881Zt,Utilities,232.88,0.0,230992.14
2024-10-13,TXN100389,Stripe,,POS sale,0.0,1105.05,232097.19
2024-10-13,TXN100390,Chase Bank,,Service fee,0.0,1532.73,233629.92
2024-10-13,TXN100391,Bakery Supply Co.,REF-3360wr,Baking supplies,436.9,0.0,233193.02
2024-10-13,TXN100392,Local Butcher,,Meat purchase,0.0,1234.63,234427.65
2024-10-13,TXN100393,Sysco,,Beverage restock,407.54,0.0,234020.11
2024-10-13,TXN100394,Kitchen Depot,,Maintenance,0.0,1453.49,235473.6
2024-10-13,TXN100395,Coca-Cola,,Beverage restock,0.0,1562.46,237036.06
2024-10-15,TXN100396,US Foods,,Food inventory,0.0,374.91,237410.97
2024-10-15,TXN100397,Sysco,,Beverage restock,465.47,0.0,236945.5
2024-10-15,TXN100398,Rent,,Monthly rent,0.0,1520.45,238465.95
2024-10-15,TXN100399,Stripe,,Customer payment,0.0,541.05,239007.0
2024-10-17,TXN100400,Costco,REF-1966Ip,Food inventory,146.15,0.0,238860.85
2024-10-18,TXN100401,Bakery Supply Co.,,Baking supplies,0.0,389.56,239250.41
2024-10-18,TXN100402,Bakery Supply Co.,,Baking supplies,0.0,914.93,240165.34
2024-10-18,TXN100403,Utilities Co.,,Utilities,0.0,312.66,240478.0
2024-10-18,TXN100404,Stripe,,Customer payment,0.0,912.55,241390.55
2024-10-19,TXN100405,US Foods,,Beverage restock,492.49,0.0,240898.06
2024-10-19,TXN100406,Chase Bank,,Banking fee,444.52,0.0,240453.54
2024-10-19,TXN100407,Gordon Food Service,REF-5187Qs,Beverage restock,292.26,0.0,240161.28
2024-10-20,TXN100408,Utilities Co.,,Utilities,0.0,766.01,240927.29
2024-10-20,TXN100409,Local Butcher,,Food inventory,0.0,375.77,241303.06
2024-10-20,TXN100410,Square,,POS sale,0.0,1551.39,242854.45
2024-10-21,TXN100411,Walmart,,Online supplies,0.0,562.13,243416.58
2024-10-21,TXN100412,Payroll,,Payroll,0.0,633.32,244049.9
2024-10-21,TXN100413,Sysco,,Beverage restock,0.0,1227.24,245277.14
2024-10-21,TXN100414,Square,,Customer payment,0.0,503.62,245780.76
2024-10-22,TXN100415,Square,,POS sale,0.0,1519.98,247300.74
2024-10-23,TXN100416,Square,,POS sale,0.0,1075.19,248375.93
2024-10-24,TXN100417,US Foods,,Beverage restock,0.0,1535.41,249911.34
2024-10-24,TXN100418,Payroll,REF-3754GQ,Payroll,128.22,0.0,249783.12
2024-10-25,TXN100419,PepsiCo,,Beverage restock,0.0,1101.04,250884.16
2024-10-25,TXN100420,Walmart,,Online supplies,0.0,1302.47,252186.63
2024-10-26,TXN100421,Kitchen Depot,,Equipment purchase,0.0,538.49,252725.12
2024-10-26,TXN100422,Chase Bank,,Banking fee,0.0,1312.27,254037.39
2024-10-27,TXN100423,Walmart,REF-1715BK,Online supplies,41.51,0.0,253995.88
2024-10-27,TXN100424,Amazon,,Online supplies,107.32,0.0,253888.56
2024-10-27,TXN100425,Amazon,,Online supplies,0.0,795.87,254684.43
2024-10-27,TXN100426,Coca-Cola,,Beverage restock,0.0,669.85,255354.28
2024-10-28,TXN100427,Payroll,,Payroll,167.76,0.0,255186.52
2024-10-28,TXN100428,Chase Bank,,Banking fee,438.79,0.0,254747.73
2024-10-29,TXN100429,Chase Bank,,Service fee,0.0,340.66,255088.39
2024-10-29,TXN100430,Bakery Supply Co.,,Baking supplies,0.0,1552.32,256640.71
2024-10-29,TXN100431,Coca-Cola,,Beverage restock,0.0,765.0,257405.71
2024-10-29,TXN100432,Amazon,REF-3901tW,Equipment purchase,237.95,0.0,257167.76
2024-10-30,TXN100433,Walmart,,Food inventory,43.41,0.0,257124.35
2024-10-30,TXN100434,Amazon,,Equipment purchase,402.5,0.0,256721.85
2024-10-30,TXN100435,US Foods,,Beverage restock,0.0,1149.54,257871.39
2024-10-30,TXN100436,Gordon Food Service,,Food inventory,0.0,409.7,258281.09
2024-10-31,TXN100437,Kitchen Depot,,Maintenance,0.0,1510.72,259791.81
2024-11-01,TXN100438,Utilities Co.,,Utilities,0.0,1153.7,260945.51
2024-11-01,TXN100439,Walmart,,Online supplies,0.0,605.03,261550.54
2024-11-02,TXN100440,Local Farm Co-op,,Food inventory,351.34,0.0,261199.2
2024-11-03,TXN100441,Amazon,,Online supplies,0.0,1493.76,262692.96
2024-11-03,TXN100442,Utilities Co.,REF-9201BA,Utilities,302.76,0.0,262390.2
2024-11-04,TXN100443,US Foods,,Food inventory,0.0,424.99,262815.19
2024-11-04,TXN100444,Sysco,,Food inventory,51.64,0.0,262763.55
2024-11-04,TXN100445,Amazon,,Equipment purchase,0.0,424.37,263187.92
2024-11-04,TXN100446,Local Butcher,,Food inventory,0.0,611.44,263799.36
2024-11-04,TXN100447,Local Farm Co-op,REF-9708Ub,Beverage restock,230.47,0.0,263568.89
2024-11-05,TXN100448,Rent,,Monthly rent,0.0,507.24,264076.13
2024-11-05,TXN100449,Walmart,,Online supplies,191.23,0.0,263884.9
2024-11-06,TXN100450,Local Farm Co-op,,Food inventory,0.0,740.44,264625.34
2024-11-07,TXN100451,PepsiCo,,Beverage restock,0.0,1555.71,266181.05
2024-11-08,TXN100452,PepsiCo,,Beverage restock,0.0,749.75,266930.8
2024-11-08,TXN100453,Stripe,,Customer payment,0.0,1278.65,268209.45
2024-11-08,TXN100454,Bakery Supply Co.,,Baking supplies,0.0,427.69,268637.14
2024-11-08,TXN100455,Local Farm Co-op,,Beverage restock,0.0,837.49,269474.63
2024-11-08,TXN100456,PepsiCo,REF-6551EG,Beverage restock,217.88,0.0,269256.75
2024-11-08,TXN100457,Gordon Food Service,,Food inventory,0.0,943.12,270199.87
2024-11-08,TXN100458,Chase Bank,,Banking fee,373.3,0.0,269826.57
2024-11-08,TXN100459,Payroll,,Payroll,0.0,1281.85,271108.42
2024-11-08,TXN100460,PepsiCo,,Beverage restock,0.0,1334.2,272442.62
2024-11-09,TXN100461,Coca-Cola,,Beverage restock,0.0,1550.99,273993.61
2024-11-09,TXN100462,Stripe,,Customer payment,0.0,873.87,274867.48
2024-11-09,TXN100463,Kitchen Depot,,Equipment purchase,0.0,1465.02,276332.5
2024-11-09,TXN100464,Kitchen Depot,REF-9160CB,Equipment purchase,369.08,0.0,275963.42
2024-11-09,TXN100465,Coca-Cola,REF-1642Ry,Beverage restock,24.98,0.0,275938.44
2024-11-10,TXN100466,Rent,,Monthly rent,0.0,1167.41,277105.85
2024-11-11,TXN100467,Gordon Food Service,,Beverage restock,0.0,1252.54,278358.39
2024-11-11,TXN100468,Amazon,,Equipment purchase,189.82,0.0,278168.57
2024-11-12,TXN100469,Costco,REF-0256iq,Online supplies,161.65,0.0,278006.92
2024-11-12,TXN100470,Chase Bank,REF-0058uF,Banking fee,315.13,0.0,277691.79
2024-11-12,TXN100471,US Foods,,Food inventory,323.16,0.0,277368.63
2024-11-12,TXN100472,Amazon,,Online supplies,267.28,0.0,277101.35
2024-11-13,TXN100473,Rent,,Monthly rent,0.0,707.38,277808.73
2024-11-13,TXN100474,Kitchen Depot,,Equipment purchase,211.9,0.0,277596.83
2024-11-14,TXN100475,Costco,,Food inventory,0.0,440.16,278036.99
2024-11-14,TXN100476,Rent,,Monthly rent,0.0,1154.66,279191.65
2024-11-14,TXN100477,US Foods,,Beverage restock,0.0,1266.74,280458.39
2024-11-14,TXN100478,Local Farm Co-op,,Food inventory,0.0,1592.71,282051.1
2024-11-15,TXN100479,Sysco,REF-3959SO,Food inventory,70.01,0.0,281981.09
2024-11-16,TXN100480,Payroll,,Payroll,0.0,1466.39,283447.48
2024-11-16,TXN100481,Square,,POS sale,0.0,634.7,284082.18
2024-11-16,TXN100482,Utilities Co.,,Utilities,0.0,850.27,284932.45
2024-11-17,TXN100483,Chase Bank,,Service fee,0.0,414.82,285347.27
2024-11-17,TXN100484,Payroll,,Payroll,0.0,756.93,286104.2
2024-11-17,TXN100485,Local Farm Co-op,,Food inventory,0.0,1553.11,287657.31
2024-11-18,TXN100486,Gordon Food Service,,Beverage restock,0.0,796.03,288453.34
2024-11-18,TXN100487,Kitchen Depot,,Equipment purchase,0.0,882.24,289335.58
2024-11-18,TXN100488,US Foods,,Beverage restock,361.96,0.0,288973.62
2024-11-20,TXN100489,Square,,Customer payment,0.0,1446.69,290420.31
2024-11-20,TXN100490,Gordon Food Service,,Beverage restock,0.0,1178.09,291598.4
2024-11-20,TXN100491,Local Butcher,REF-8053af,Meat purchase,278.98,0.0,291319.42
2024-11-21,TXN100492,Local Butcher,,Food inventory,0.0,985.38,292304.8
2024-11-21,TXN100493,Local Farm Co-op,,Food inventory,0.0,497.98,292802.78
2024-11-21,TXN100494,Gordon Food Service,,Food inventory,84.52,0.0,292718.26
2024-11-21,TXN100495,Sysco,,Food inventory,0.0,460.33,293178.59
2024-11-22,TXN100496,Stripe,,Customer payment,0.0,1584.31,294762.9
2024-11-22,TXN100497,Bakery Supply Co.,,Food inventory,0.0,685.88,295448.78
2024-11-23,TXN100498,Rent,,Monthly rent,0.0,755.84,296204.62
2024-11-23,TXN100499,Payroll,,Payroll,431.65,0.0,295772.97
2024-11-23,TXN100500,Kitchen Depot,REF-5517Yd,Maintenance,266.98,0.0,295505.99
2024-11-23,TXN100501,Square,,POS sale,0.0,1392.23,296898.22
2024-11-24,TXN100502,PepsiCo,,Beverage restock,0.0,987.43,297885.65
2024-11-24,TXN100503,US Foods,,Food inventory,0.0,873.17,298758.82
2024-11-25,TXN100504,Payroll,,Payroll,20.06,0.0,298738.76
2024-11-26,TXN100505,Payroll,,Payroll,0.0,874.49,299613.25
2024-11-26,TXN100506,Stripe,,Customer payment,0.0,332.56,299945.81
2024-11-26,TXN100507,Stripe,,POS sale,0.0,340.02,300285.83
2024-11-27,TXN100508,PepsiCo,,Beverage restock,0.0,886.97,301172.8
2024-11-27,TXN100509,Amazon,,Equipment purchase,0.0,1098.71,302271.51
2024-11-28,TXN100510,Stripe,,Customer payment,0.0,1032.01,303303.52
2024-11-28,TXN100511,Chase Bank,REF-6828iW,Service fee,346.02,0.0,302957.5
2024-11-28,TXN100512,Bakery Supply Co.,REF-8231ql,Baking supplies,398.04,0.0,302559.46
2024-11-28,TXN100513,Coca-Cola,,Beverage restock,0.0,484.71,303044.17
2024-11-29,TXN100514,Local Farm Co-op,REF-4567Zq,Food inventory,480.57,0.0,302563.6
2024-11-29,TXN100515,Gordon Food Service,,Food inventory,0.0,810.83,303374.43
2024-11-29,TXN100516,Utilities Co.,,Utilities,0.0,667.9,304042.33
2024-11-29,TXN100517,US Foods,,Food inventory,201.02,0.0,303841.31
2024-11-30,TXN100518,PepsiCo,,Beverage restock,0.0,757.1,304598.41
2024-11-30,TXN100519,Bakery Supply Co.,REF-9258ay,Baking supplies,425.35,0.0,304173.06
2024-12-01,TXN100520,Amazon,,Online supplies,0.0,823.35,304996.41
2024-12-02,TXN100521,Local Farm Co-op,REF-0975VF,Beverage restock,399.55,0.0,304596.86
2024-12-02,TXN100522,Sysco,,Beverage restock,341.77,0.0,304255.09
2024-12-02,TXN100523,Local Butcher,REF-6915sJ,Food inventory,151.45,0.0,304103.64
2024-12-02,TXN100524,Local Farm Co-op,,Beverage restock,0.0,1597.98,305701.62
2024-12-03,TXN100525,Bakery Supply Co.,,Baking supplies,0.0,562.96,306264.58
2024-12-03,TXN100526,Kitchen Depot,REF-0039VG,Equipment purchase,362.78,0.0,305901.8
2024-12-04,TXN100527,Square,,POS sale,0.0,1066.26,306968.06
2024-12-04,TXN100528,Local Butcher,,Food inventory,178.26,0.0,306789.8
2024-12-04,TXN100529,Local Farm Co-op,REF-7160Pr,Beverage restock,256.51,0.0,306533.29
2024-12-04,TXN100530,Costco,,Online supplies,0.0,1392.25,307925.54
2024-12-04,TXN100531,Coca-Cola,,Beverage restock,0.0,1293.64,309219.18
2024-12-05,TXN100532,Sysco,,Beverage restock,201.73,0.0,309017.45
2024-12-05,TXN100533,Amazon,,Online supplies,0.0,1591.21,310608.66
2024-12-05,TXN100534,Square,,POS sale,0.0,909.64,311518.3
2024-12-06,TXN100535,US Foods,,Beverage restock,0.0,929.02,312447.32
2024-12-06,TXN100536,Bakery Supply Co.,,Food inventory,56.38,0.0,312390.94
2024-12-06,TXN100537,Costco,,Online supplies,462.59,0.0,311928.35
2024-12-06,TXN100538,Payroll,,Payroll,0.0,557.77,312486.12
2024-12-06,TXN100539,Gordon Food Service,,Food inventory,34.5,0.0,312451.62
2024-12-07,TXN100540,Utilities Co.,REF-4665jd,Utilities,207.13,0.0,312244.49
2024-12-07,TXN100541,Local Butcher,,Food inventory,495.23,0.0,311749.26
2024-12-07,TXN100542,Amazon,,Online supplies,0.0,1498.5,313247.76
2024-12-07,TXN100543,US Foods,REF-2680tm,Beverage restock,210.79,0.0,313036.97
2024-12-08,TXN100544,Local Farm Co-op,,Beverage restock,0.0,1174.66,314211.63
2024-12-09,TXN100545,Payroll,REF-2061hH,Payroll,149.2,0.0,314062.43
2024-12-09,TXN100546,Stripe,,POS sale,0.0,883.42,314945.85
2024-12-09,TXN100547,Square,,Customer payment,0.0,622.19,315568.04
2024-12-09,TXN100548,Gordon Food Service,REF-1282bF,Food inventory,36.72,0.0,315531.32
2024-12-10,TXN100549,Kitchen Depot,,Equipment purchase,0.0,1465.04,316996.36
2024-12-10,TXN100550,Local Farm Co-op,,Beverage restock,0.0,315.33,317311.69
2024-12-10,TXN100551,Local Butcher,,Food inventory,0.0,551.83,317863.52
2024-12-10,TXN100552,Sysco,REF-6464GL,Beverage restock,253.18,0.0,317610.34
2024-12-10,TXN100553,US Foods,,Beverage restock,0.0,934.81,318545.15
2024-12-10,TXN100554,Payroll,,Payroll,0.0,591.93,319137.08
2024-12-11,TXN100555,Stripe,,POS sale,0.0,650.13,319787.21
2024-12-11,TXN100556,Square,,POS sale,0.0,504.2,320291.41
2024-12-11,TXN100557,Square,,POS sale,0.0,475.35,320766.76
2024-12-11,TXN100558,Rent,,Monthly rent,0.0,637.31,321404.07
2024-12-11,TXN100559,US Foods,,Food inventory,0.0,1037.73,322441.8
2024-12-12,TXN100560,Bakery Supply Co.,,Baking supplies,0.0,1424.01,323865.81
2024-12-12,TXN100561,Gordon Food Service,,Beverage restock,0.0,1437.76,325303.57
2024-12-12,TXN100562,Coca-Cola,,Beverage restock,0.0,1400.86,326704.43
2024-12-13,TXN100563,Utilities Co.,,Utilities,0.0,1195.99,327900.42
2024-12-13,TXN100564,Utilities Co.,,Utilities,0.0,465.74,328366.16
2024-12-13,TXN100565,Costco,,Online supplies,0.0,1451.45,329817.61
2024-12-13,TXN100566,Sysco,,Beverage restock,0.0,399.46,330217.07
2024-12-14,TXN100567,Sysco,,Food inventory,0.0,1357.81,331574.88
2024-12-14,TXN100568,Square,,Customer payment,0.0,381.75,331956.63
2024-12-14,TXN100569,Coca-Cola,,Beverage restock,0.0,1274.2,333230.83
2024-12-14,TXN100570,Utilities Co.,,Utilities,0.0,1469.41,334700.24
2024-12-15,TXN100571,Local Butcher,,Meat purchase,108.16,0.0,334592.08
2024-12-15,TXN100572,Square,,Customer payment,0.0,619.02,335211.1
2024-12-15,TXN100573,Sysco,,Food inventory,0.0,1542.67,336753.77
2024-12-15,TXN100574,Stripe,,POS sale,0.0,577.15,337330.92
2024-12-15,TXN100575,US Foods,,Food inventory,0.0,445.75,337776.67
2024-12-15,TXN100576,Sysco,,Beverage restock,141.27,0.0,337635.4
2024-12-16,TXN100577,Payroll,,Payroll,0.0,1339.07,338974.47
2024-12-16,TXN100578,Rent,,Monthly rent,0.0,1006.75,339981.22
2024-12-16,TXN100579,Gordon Food Service,REF-7949Gf,Beverage restock,261.44,0.0,339719.78
2024-12-16,TXN100580,US Foods,,Beverage restock,0.0,1000.98,340720.76
2024-12-16,TXN100581,Local Farm Co-op,,Food inventory,0.0,1472.03,342192.79
2024-12-16,TXN100582,Square,,POS sale,0.0,557.64,342750.43
2024-12-17,TXN100583,Amazon,REF-4925mZ,Equipment purchase,101.28,0.0,342649.15
2024-12-18,TXN100584,Utilities Co.,REF-2733am,Utilities,156.45,0.0,342492.7
2024-12-19,TXN100585,Bakery Supply Co.,,Food inventory,155.54,0.0,342337.16
2024-12-19,TXN100586,Walmart,,Online supplies,0.0,1526.84,343864.0
2024-12-20,TXN100587,US Foods,,Beverage restock,183.74,0.0,343680.26
2024-12-20,TXN100588,Coca-Cola,,Beverage restock,0.0,899.56,344579.82
2024-12-20,TXN100589,Chase Bank,,Banking fee,0.0,1560.98,346140.8
2024-12-21,TXN100590,Gordon Food Service,REF-3609aQ,Beverage restock,252.22,0.0,345888.58
2024-12-21,TXN100591,Square,,POS sale,0.0,1221.1,347109.68
2024-12-21,TXN100592,PepsiCo,,Beverage restock,416.8,0.0,346692.88
2024-12-21,TXN100593,Walmart,,Food inventory,0.0,1496.77,348189.65
2024-12-22,TXN100594,Local Farm Co-op,,Food inventory,200.0,0.0,347989.65
2024-12-22,TXN100595,Square,,POS sale,0.0,1335.94,349325.59
2024-12-22,TXN100596,Square,,Customer payment,0.0,1183.63,350509.22
2024-12-22,TXN100597,Gordon Food Service,,Beverage restock,0.0,862.36,351371.58
2024-12-23,TXN100598,Costco,REF-0416uw,Food inventory,149.76,0.0,351221.82
2024-12-23,TXN100599,US Foods,,Beverage restock,0.0,1055.42,352277.24
2024-12-24,TXN100600,Amazon,,Equipment purchase,0.0,1170.23,353447.47
2024-12-24,TXN100601,Kitchen Depot,,Maintenance,0.0,855.29,354302.76
2024-12-24,TXN100602,Amazon,,Equipment purchase,0.0,338.13,354640.89
2024-12-24,TXN100603,Stripe,,Customer payment,0.0,1378.87,356019.76
2024-12-24,TXN100604,Square,,Customer payment,0.0,898.49,356918.25
2024-12-25,TXN100605,Utilities Co.,,Utilities,0.0,779.2,357697.45
2024-12-25,TXN100606,Local Farm Co-op,,Beverage restock,0.0,848.51,358545.96
2024-12-25,TXN100607,Walmart,,Online supplies,0.0,1202.22,359748.18
2024-12-25,TXN100608,Bakery Supply Co.,,Baking supplies,85.04,0.0,359663.14
2024-12-25,TXN100609,Local Farm Co-op,,Beverage restock,299.44,0.0,359363.7
2024-12-26,TXN100610,Payroll,,Payroll,410.87,0.0,358952.83
2024-12-26,TXN100611,Stripe,,POS sale,0.0,734.24,359687.07
2024-12-27,TXN100612,Stripe,,POS sale,0.0,1418.72,361105.79
2024-12-28,TXN100613,Bakery Supply Co.,,Baking supplies,0.0,305.9,361411.69
2024-12-28,TXN100614,Sysco,,Beverage restock,0.0,1295.87,362707.56
2024-12-29,TXN100615,Chase Bank,REF-2701Wu,Banking fee,40.43,0.0,362667.13
2024-12-29,TXN100616,Coca-Cola,,Beverage restock,152.32,0.0,362514.81
2024-12-29,TXN100617,Gordon Food Service,,Food inventory,0.0,571.31,363086.12
2024-12-29,TXN100618,Bakery Supply Co.,,Baking supplies,0.0,1352.35,364438.47
2024-12-30,TXN100619,Square,,Customer payment,0.0,1589.58,366028.05
2024-12-30,TXN100620,Rent,,Monthly rent,0.0,584.09,366612.14
2024-12-31,TXN100621,Square,,POS sale,0.0,853.61,367465.75
2025-01-01,TXN100622,Gordon Food Service,,Food inventory,0.0,380.14,367845.89
2025-01-01,TXN100623,Walmart,,Online supplies,0.0,669.58,368515.47
2025-01-01,TXN100624,US Foods,REF-2634Xo,Food inventory,159.14,0.0,368356.33
2025-01-01,TXN100625,Utilities Co.,,Utilities,171.5,0.0,368184.83
2025-01-01,TXN100626,Local Farm Co-op,REF-5870QC,Beverage restock,228.7,0.0,367956.13
2025-01-02,TXN100627,Walmart,,Online supplies,0.0,655.81,368611.94
2025-01-02,TXN100628,Rent,,Monthly rent,0.0,1080.97,369692.91
2025-01-02,TXN100629,Sysco,,Food inventory,0.0,1443.57,371136.48
2025-01-03,TXN100630,Rent,,Monthly rent,499.98,0.0,370636.5
2025-01-04,TXN100631,Amazon,,Online supplies,0.0,1375.11,372011.61
2025-01-04,TXN100632,Stripe,,Customer payment,0.0,1095.53,373107.14
2025-01-04,TXN100633,PepsiCo,REF-8615sF,Beverage restock,164.1,0.0,372943.04
2025-01-04,TXN100634,Kitchen Depot,,Maintenance,0.0,596.45,373539.49
2025-01-05,TXN100635,Local Farm Co-op,REF-4105fw,Beverage restock,270.49,0.0,373269.0
2025-01-05,TXN100636,Costco,,Online supplies,0.0,686.79,373955.79
2025-01-05,TXN100637,PepsiCo,,Beverage restock,415.72,0.0,373540.07
2025-01-06,TXN100638,Coca-Cola,,Beverage restock,0.0,471.67,374011.74
2025-01-06,TXN100639,Kitchen Depot,,Maintenance,0.0,371.1,374382.84
2025-01-06,TXN100640,Gordon Food Service,REF-5064DI,Beverage restock,437.27,0.0,373945.57
2025-01-06,TXN100641,Sysco,,Beverage restock,482.36,0.0,373463.21
2025-01-07,TXN100642,Square,,POS sale,0.0,1263.28,374726.49
2025-01-07,TXN100643,Coca-Cola,,Beverage restock,0.0,1560.51,376287.0
2025-01-07,TXN100644,Amazon,REF-3372aT,Online supplies,373.1,0.0,375913.9
2025-01-07,TXN100645,Local Farm Co-op,,Beverage restock,0.0,1172.83,377086.73
2025-01-08,TXN100646,Rent,REF-7515Ug,Monthly rent,223.63,0.0,376863.1
2025-01-08,TXN100647,PepsiCo,,Beverage restock,0.0,1006.15,377869.25
2025-01-09,TXN100648,Gordon Food Service,REF-5689OO,Beverage restock,159.58,0.0,377709.67
2025-01-09,TXN100649,Chase Bank,,Service fee,250.62,0.0,377459.05
2025-01-09,TXN100650,PepsiCo,,Beverage restock,0.0,1110.97,378570.02
2025-01-10,TXN100651,Payroll,REF-6802Wf,Payroll,92.36,0.0,378477.66
2025-01-10,TXN100652,US Foods,,Beverage restock,0.0,337.05,378814.71
2025-01-10,TXN100653,Chase Bank,REF-9559JM,Service fee,146.61,0.0,378668.1
2025-01-10,TXN100654,Rent,,Monthly rent,0.0,697.71,379365.81
2025-01-10,TXN100655,US Foods,,Food inventory,145.04,0.0,379220.77
2025-01-11,TXN100656,PepsiCo,,Beverage restock,0.0,1049.41,380270.18
2025-01-11,TXN100657,Local Farm Co-op,,Beverage restock,403.12,0.0,379867.06
2025-01-11,TXN100658,Chase Bank,,Service fee,398.22,0.0,379468.84
2025-01-11,TXN100659,Rent,,Monthly rent,0.0,595.33,380064.17
2025-01-12,TXN100660,Amazon,,Equipment purchase,0.0,860.62,380924.79
2025-01-12,TXN100661,Stripe,,Customer payment,0.0,769.18,381693.97
2025-01-12,TXN100662,Amazon,,Equipment purchase,0.0,1497.74,383191.71
2025-01-12,TXN100663,PepsiCo,REF-0850dT,Beverage restock,499.02,0.0,382692.69
2025-01-12,TXN100664,Costco,,Online supplies,0.0,1311.34,384004.03
2025-01-12,TXN100665,Square,,POS sale,0.0,413.24,384417.27
2025-01-13,TXN100666,Costco,,Online supplies,304.59,0.0,384112.68
2025-01-14,TXN100667,Local Farm Co-op,,Beverage restock,0.0,820.04,384932.72
2025-01-14,TXN100668,Gordon Food Service,,Food inventory,0.0,598.4,385531.12
2025-01-15,TXN100669,Walmart,REF-7805mM,Food inventory,264.86,0.0,385266.26
2025-01-15,TXN100670,Walmart,,Online supplies,395.59,0.0,384870.67
2025-01-16,TXN100671,Costco,,Online supplies,0.0,834.08,385704.75
2025-01-16,TXN100672,Gordon Food Service,,Food inventory,0.0,998.9,386703.65
2025-01-16,TXN100673,Local Butcher,REF-6946LC,Food inventory,354.76,0.0,386348.89
